loan_id,client_id,credit_default,housing_loan,personal_loan,credit_score
1L223390,3390,unknown,yes,no,660
1L223391,3391,unknown,yes,no,566
1L223392,3392,no,yes,no,566
1L223393,3393,no,unknown,unknown,438
1L223394,3394,no,yes,yes,587
1L223395,3395,no,yes,no,774
1L223396,3396,no,yes,no,399
1L223397,3397,no,no,no,599
1L223398,3398,no,yes,no,818
1L223399,3399,no,no,no,603
1L223400,3400,no,no,yes,653
1L223401,3401,unknown,unknown,unknown,578
1L223402,3402,unknown,yes,yes,329
1L223403,3403,no,yes,no,669
1L223404,3404,no,no,no,714
1L223405,3405,no,yes,no,685
1L223406,3406,no,yes,no,343
1L223407,3407,unknown,no,no,359
1L223408,3408,no,yes,no,567
1L223409,3409,no,no,no,507
1L223410,3410,no,yes,no,454
1L223411,3411,no,yes,no,562
1L223412,3412,no,yes,yes,786
1L223413,3413,no,no,no,657
1L223414,3414,unknown,no,no,397
1L223415,3415,no,yes,no,671
1L223416,3416,no,no,no,632
1L223417,3417,no,yes,no,553
1L223418,3418,no,yes,no,616
1L223419,3419,no,no,yes,653
1L223420,3420,no,yes,no,795
1L223421,3421,no,yes,yes,441
1L223422,3422,no,yes,yes,562
1L223423,3423,no,yes,no,367
1L223424,3424,no,no,no,610
1L223425,3425,no,yes,no,761
1L223426,3426,no,no,no,785
1L223427,3427,no,yes,yes,345
1L223428,3428,no,no,yes,738
1L223429,3429,no,yes,no,382
1L223430,3430,no,yes,no,469
1L223431,3431,unknown,yes,no,605
1L223432,3432,no,no,no,495
1L223433,3433,no,yes,no,410
1L223434,3434,no,yes,no,658
1L223435,3435,no,no,no,543
1L223436,3436,unknown,yes,no,840
1L223437,3437,no,unknown,unknown,303
1L223438,3438,no,no,no,723
1L223439,3439,no,no,no,764
1L223440,3440,no,yes,no,372
1L223441,3441,no,yes,yes,374
1L223442,3442,no,no,no,714
1L223443,3443,no,yes,no,812
1L223444,3444,no,unknown,unknown,676
1L223445,3445,no,no,no,818
1L223446,3446,no,no,no,344
1L223447,3447,no,no,no,643
1L223448,3448,no,yes,no,472
1L223449,3449,no,no,no,597
1L223450,3450,no,no,no,790
1L223451,3451,no,no,no,752
1L223452,3452,no,yes,no,556
1L223453,3453,no,yes,no,691
1L223454,3454,no,no,no,723
1L223455,3455,no,unknown,unknown,841
1L223456,3456,no,yes,no,688
1L223457,3457,no,yes,no,746
1L223458,3458,unknown,no,no,439
1L223459,3459,no,yes,yes,316
1L223460,3460,unknown,unknown,unknown,598
1L223461,3461,no,yes,yes,643
1L223462,3462,no,no,no,775
1L223463,3463,no,yes,no,387
1L223464,3464,no,no,no,804
1L223465,3465,unknown,no,no,642
1L223466,3466,no,no,no,391
1L223467,3467,no,yes,no,753
1L223468,3468,no,yes,no,735
1L223469,3469,no,yes,no,464
1L223470,3470,unknown,yes,no,685
1L223471,3471,no,yes,no,584
1L223472,3472,no,no,no,580
1L223473,3473,no,no,yes,320
1L223474,3474,no,unknown,unknown,791
1L223475,3475,no,yes,no,784
1L223476,3476,unknown,no,no,737
1L223477,3477,unknown,yes,no,367
1L223478,3478,no,yes,no,315
1L223479,3479,no,yes,no,401
1L223480,3480,no,no,yes,368
1L223481,3481,no,no,no,644
1L223482,3482,no,no,no,836
1L223483,3483,no,no,no,366
1L223484,3484,no,no,yes,353
1L223485,3485,unknown,no,no,631
1L223486,3486,unknown,no,no,325
1L223487,3487,no,no,no,501
1L223488,3488,no,no,yes,310
1L223489,3489,no,yes,no,742
1L223490,3490,no,no,no,592
1L223491,3491,no,yes,yes,594
1L223492,3492,no,yes,no,834
1L223493,3493,no,no,no,513
1L223494,3494,no,yes,no,317
1L223495,3495,no,no,no,742
1L223496,3496,no,yes,no,468
1L223497,3497,no,yes,yes,420
1L223498,3498,no,no,no,339
1L223499,3499,no,no,no,475
1L223500,3500,unknown,yes,no,693
1L223501,3501,no,no,no,577
1L223502,3502,unknown,no,no,512
1L223503,3503,no,no,no,623
1L223504,3504,no,yes,no,599
1L223505,3505,no,no,no,680
1L223506,3506,no,yes,yes,491
1L223507,3507,unknown,no,no,758
1L223508,3508,no,no,yes,584
1L223509,3509,no,yes,no,563
1L223510,3510,no,no,yes,817
1L223511,3511,no,no,no,671
1L223512,3512,unknown,yes,no,690
1L223513,3513,unknown,no,no,795
1L223514,3514,no,no,yes,452
1L223515,3515,yes,no,no,480
1L223516,3516,no,no,no,356
1L223517,3517,no,no,no,589
1L223518,3518,no,yes,no,745
1L223519,3519,no,yes,no,768
1L223520,3520,no,yes,no,370
1L223521,3521,unknown,no,no,333
1L223522,3522,no,no,no,331
1L223523,3523,unknown,yes,no,600
1L223524,3524,no,no,no,693
1L223525,3525,no,yes,yes,794
1L223526,3526,unknown,yes,no,501
1L223527,3527,no,no,yes,478
1L223528,3528,no,yes,no,819
1L223529,3529,no,no,no,452
1L223530,3530,unknown,yes,no,690
1L223531,3531,unknown,yes,yes,704
1L223532,3532,no,yes,no,792
1L223533,3533,no,yes,no,771
1L223534,3534,no,no,no,346
1L223535,3535,no,no,no,519
1L223536,3536,no,yes,no,738
1L223537,3537,no,yes,yes,491
1L223538,3538,no,no,no,377
1L223539,3539,no,yes,no,666
1L223540,3540,no,yes,no,482
1L223541,3541,unknown,yes,no,696
1L223542,3542,no,no,no,448
1L223543,3543,no,no,no,516
1L223544,3544,no,no,no,636
1L223545,3545,unknown,no,no,799
1L223546,3546,no,yes,no,507
1L223547,3547,no,yes,yes,841
1L223548,3548,no,yes,no,723
1L223549,3549,unknown,no,no,638
1L223550,3550,no,no,no,504
1L223551,3551,no,yes,no,630
1L223552,3552,no,no,no,833
1L223553,3553,no,yes,no,499
1L223554,3554,no,no,no,631
1L223555,3555,no,no,no,570
1L223556,3556,unknown,yes,no,830
1L223557,3557,no,yes,no,666
1L223558,3558,no,yes,yes,343
1L223559,3559,no,no,no,382
1L223560,3560,no,yes,no,377
1L223561,3561,no,yes,yes,832
1L223562,3562,no,yes,no,850
1L223563,3563,no,no,no,418
1L223564,3564,no,yes,no,444
1L223565,3565,no,no,no,359
1L223566,3566,no,no,yes,761
1L223567,3567,no,no,no,322
1L223568,3568,unknown,yes,no,565
1L223569,3569,unknown,yes,no,682
1L223570,3570,no,no,no,490
1L223571,3571,no,yes,no,603
1L223572,3572,no,yes,no,418
1L223573,3573,no,no,no,387
1L223574,3574,no,yes,no,497
1L223575,3575,no,yes,no,658
1L223576,3576,no,yes,no,521
1L223577,3577,no,no,no,514
1L223578,3578,no,no,no,460
1L223579,3579,no,no,no,663
1L223580,3580,unknown,yes,no,497
1L223581,3581,no,no,no,472
1L223582,3582,no,no,no,525
1L223583,3583,no,no,yes,425
1L223584,3584,no,no,no,373
1L223585,3585,no,yes,no,719
1L223586,3586,no,no,no,370
1L223587,3587,no,no,no,451
1L223588,3588,no,yes,no,355
1L223589,3589,no,no,yes,409
1L223590,3590,no,no,no,443
1L223591,3591,unknown,yes,no,681
1L223592,3592,no,no,no,832
1L223593,3593,no,no,no,709
1L223594,3594,no,yes,no,639
1L223595,3595,no,yes,no,590
1L223596,3596,unknown,yes,no,349
1L223597,3597,no,no,no,795
1L223598,3598,no,no,no,760
1L223599,3599,no,yes,no,826
1L223600,3600,unknown,no,no,484
1L223601,3601,no,no,no,561
1L223602,3602,no,yes,no,408
1L223603,3603,no,no,no,433
1L223604,3604,no,no,no,599
1L223605,3605,no,yes,no,613
1L223606,3606,no,yes,no,415
1L223607,3607,no,no,no,578
1L223608,3608,no,no,no,725
1L223609,3609,unknown,yes,yes,773
1L223610,3610,no,no,no,336
1L223611,3611,unknown,yes,no,340
1L223612,3612,unknown,yes,no,666
1L223613,3613,no,yes,no,647
1L223614,3614,no,yes,no,332
1L223615,3615,no,yes,no,372
1L223616,3616,no,yes,yes,404
1L223617,3617,no,yes,no,454
1L223618,3618,no,no,no,843
1L223619,3619,no,no,no,821
1L223620,3620,unknown,yes,no,542
1L223621,3621,no,no,no,557
1L223622,3622,unknown,no,no,539
1L223623,3623,no,yes,no,369
1L223624,3624,unknown,yes,no,723
1L223625,3625,no,yes,no,700
1L223626,3626,no,yes,no,794
1L223627,3627,no,yes,yes,434
1L223628,3628,no,yes,no,690
1L223629,3629,unknown,yes,no,400
1L223630,3630,no,no,no,492
1L223631,3631,unknown,unknown,unknown,524
1L223632,3632,no,yes,no,739
1L223633,3633,no,no,no,792
1L223634,3634,no,yes,no,522
1L223635,3635,no,yes,no,654
1L223636,3636,no,yes,no,845
1L223637,3637,no,no,no,465
1L223638,3638,no,yes,no,481
1L223639,3639,no,yes,no,345
1L223640,3640,unknown,no,no,540
1L223641,3641,unknown,no,no,645
1L223642,3642,no,no,no,343
1L223643,3643,no,yes,no,354
1L223644,3644,no,yes,yes,429
1L223645,3645,no,yes,no,786
1L223646,3646,no,no,no,809
1L223647,3647,no,no,no,683
1L223648,3648,unknown,no,no,678
1L223649,3649,no,no,no,692
1L223650,3650,no,yes,no,477
1L223651,3651,no,no,no,593
1L223652,3652,no,yes,no,740
1L223653,3653,no,no,no,336
1L223654,3654,unknown,yes,no,603
1L223655,3655,no,no,yes,692
1L223656,3656,no,yes,no,594
1L223657,3657,no,yes,no,663
1L223658,3658,no,no,yes,523
1L223659,3659,no,yes,no,550
1L223660,3660,unknown,unknown,unknown,392
1L223661,3661,no,yes,no,366
1L223662,3662,no,yes,no,325
1L223663,3663,no,no,no,633
1L223664,3664,unknown,yes,no,363
1L223665,3665,no,yes,no,537
1L223666,3666,no,no,no,496
1L223667,3667,no,yes,no,711
1L223668,3668,no,no,no,628
1L223669,3669,unknown,no,no,718
1L223670,3670,no,yes,no,422
1L223671,3671,unknown,no,no,353
1L223672,3672,no,yes,yes,744
1L223673,3673,unknown,no,yes,722
1L223674,3674,no,no,no,810
1L223675,3675,no,yes,no,496
1L223676,3676,unknown,no,yes,653
1L223677,3677,no,no,yes,351
1L223678,3678,no,yes,no,491
1L223679,3679,unknown,yes,no,444
1L223680,3680,no,yes,no,802
1L223681,3681,no,yes,no,580
1L223682,3682,no,yes,yes,311
1L223683,3683,unknown,yes,no,540
1L223684,3684,no,no,no,327
1L223685,3685,no,yes,no,731
1L223686,3686,no,no,no,443
1L223687,3687,unknown,no,no,546
1L223688,3688,no,no,no,479
1L223689,3689,no,yes,no,497
1L223690,3690,no,no,no,731
1L223691,3691,no,yes,no,740
1L223692,3692,no,no,no,772
1L223693,3693,unknown,yes,no,576
1L223694,3694,no,yes,no,333
1L223695,3695,no,yes,no,803
1L223696,3696,no,no,no,311
1L223697,3697,no,no,no,770
1L223698,3698,no,no,no,548
1L223699,3699,no,yes,yes,623
1L223700,3700,no,yes,no,794
1L223701,3701,no,yes,yes,613
1L223702,3702,no,no,no,449
1L223703,3703,unknown,yes,no,609
1L223704,3704,no,no,no,670
1L223705,3705,no,yes,no,318
1L223706,3706,no,no,no,472
1L223707,3707,no,no,no,355
1L223708,3708,no,no,no,497
1L223709,3709,no,no,no,791
1L223710,3710,unknown,no,no,715
1L223711,3711,no,yes,no,740
1L223712,3712,no,no,no,636
1L223713,3713,no,unknown,unknown,526
1L223714,3714,no,no,no,731
1L223715,3715,unknown,no,no,354
1L223716,3716,no,yes,no,353
1L223717,3717,no,yes,no,601
1L223718,3718,no,no,no,464
1L223719,3719,no,yes,yes,832
1L223720,3720,unknown,yes,no,765
1L223721,3721,no,yes,no,305
1L223722,3722,no,no,no,749
1L223723,3723,no,no,no,428
1L223724,3724,no,yes,yes,361
1L223725,3725,no,yes,no,806
1L223726,3726,unknown,no,no,395
1L223727,3727,no,yes,no,705
1L223728,3728,no,no,no,657
1L223729,3729,no,no,no,838
1L223730,3730,no,no,no,517
1L223731,3731,no,no,no,556
1L223732,3732,no,yes,no,746
1L223733,3733,no,yes,no,815
1L223734,3734,no,no,no,356
1L223735,3735,no,yes,no,716
1L223736,3736,no,no,no,692
1L223737,3737,no,yes,no,479
1L223738,3738,no,no,no,662
1L223739,3739,unknown,no,no,714
1L223740,3740,no,no,no,693
1L223741,3741,unknown,yes,no,492
1L223742,3742,no,yes,no,747
1L223743,3743,no,yes,no,731
1L223744,3744,no,yes,no,636
1L223745,3745,unknown,yes,no,395
1L223746,3746,no,no,yes,634
1L223747,3747,no,no,no,360
1L223748,3748,no,no,no,410
1L223749,3749,no,no,no,681
1L223750,3750,unknown,no,no,714
1L223751,3751,unknown,no,no,303
1L223752,3752,no,yes,no,388
1L223753,3753,unknown,yes,no,379
1L223754,3754,no,no,no,514
1L223755,3755,unknown,no,yes,610
1L223756,3756,unknown,no,yes,818
1L223757,3757,no,yes,no,779
1L223758,3758,no,yes,no,514
1L223759,3759,no,no,yes,710
1L223760,3760,unknown,yes,no,571
1L223761,3761,no,no,yes,373
1L223762,3762,no,yes,no,792
1L223763,3763,no,yes,no,310
1L223764,3764,unknown,no,no,808
1L223765,3765,no,no,yes,762
1L223766,3766,no,yes,no,394
1L223767,3767,no,no,no,656
1L223768,3768,no,no,no,647
1L223769,3769,no,no,yes,830
1L223770,3770,no,yes,no,438
1L223771,3771,no,yes,no,524
1L223772,3772,no,yes,no,385
1L223773,3773,no,yes,no,588
1L223774,3774,unknown,yes,no,715
1L223775,3775,no,no,no,399
1L223776,3776,no,no,no,653
1L223777,3777,no,yes,no,401
1L223778,3778,no,yes,no,312
1L223779,3779,no,no,no,778
1L223780,3780,no,no,no,743
1L223781,3781,unknown,yes,no,557
1L223782,3782,no,no,no,816
1L223783,3783,no,yes,no,411
1L223784,3784,unknown,no,no,509
1L223785,3785,no,yes,no,602
1L223786,3786,no,yes,no,450
1L223787,3787,unknown,yes,no,692
1L223788,3788,no,yes,no,830
1L223789,3789,unknown,no,no,673
1L223790,3790,unknown,yes,no,791
1L223791,3791,no,yes,no,670
1L223792,3792,no,no,yes,560
1L223793,3793,no,yes,no,793
1L223794,3794,no,no,no,526
1L223795,3795,no,yes,yes,601
1L223796,3796,no,yes,no,687
1L223797,3797,no,no,no,362
1L223798,3798,no,yes,no,446
1L223799,3799,no,yes,yes,411
1L223800,3800,no,no,no,441
1L223801,3801,no,no,no,419
1L223802,3802,no,yes,no,560
1L223803,3803,no,unknown,unknown,373
1L223804,3804,no,yes,no,306
1L223805,3805,no,no,no,395
1L223806,3806,no,no,no,655
1L223807,3807,no,no,no,757
1L223808,3808,no,no,no,656
1L223809,3809,no,yes,no,526
1L223810,3810,no,no,no,500
1L223811,3811,no,yes,no,809
1L223812,3812,no,yes,no,373
1L223813,3813,no,no,no,680
1L223814,3814,no,yes,no,337
1L223815,3815,unknown,yes,no,526
1L223816,3816,no,yes,yes,748
1L223817,3817,no,no,no,597
1L223818,3818,no,no,no,491
1L223819,3819,no,no,no,392
1L223820,3820,no,no,yes,621
1L223821,3821,no,no,no,835
1L223822,3822,no,yes,no,380
1L223823,3823,unknown,yes,no,577
1L223824,3824,no,no,no,341
1L223825,3825,no,no,no,325
1L223826,3826,no,no,no,442
1L223827,3827,no,no,no,814
1L223828,3828,no,no,yes,571
1L223829,3829,no,no,no,351
1L223830,3830,unknown,no,yes,714
1L223831,3831,no,no,no,483
1L223832,3832,no,no,yes,626
1L223833,3833,no,yes,no,829
1L223834,3834,no,yes,no,441
1L223835,3835,no,no,no,681
1L223836,3836,no,no,no,346
1L223837,3837,no,yes,no,759
1L223838,3838,unknown,yes,no,596
1L223839,3839,unknown,no,no,446
1L223840,3840,no,unknown,unknown,670
1L223841,3841,no,no,no,437
1L223842,3842,unknown,no,no,346
1L223843,3843,no,no,no,676
1L223844,3844,unknown,yes,no,723
1L223845,3845,no,no,no,321
1L223846,3846,no,yes,yes,789
1L223847,3847,no,no,no,644
1L223848,3848,no,no,no,477
1L223849,3849,no,no,no,698
1L223850,3850,no,yes,no,325
1L223851,3851,no,yes,no,374
1L223852,3852,no,no,no,595
1L223853,3853,unknown,no,no,467
1L223854,3854,no,yes,yes,342
1L223855,3855,no,no,no,434
1L223856,3856,no,no,no,353
1L223857,3857,no,no,no,541
1L223858,3858,no,yes,yes,330
1L223859,3859,no,no,no,721
1L223860,3860,no,yes,no,370
1L223861,3861,no,yes,no,607
1L223862,3862,no,no,no,537
1L223863,3863,no,yes,no,719
1L223864,3864,no,yes,yes,796
1L223865,3865,no,no,no,455
1L223866,3866,no,no,no,556
1L223867,3867,no,yes,no,577
1L223868,3868,no,yes,no,457
1L223869,3869,no,yes,no,735
1L223870,3870,no,no,no,595
1L223871,3871,no,yes,no,317
1L223872,3872,no,no,no,572
1L223873,3873,no,yes,no,643
1L223874,3874,no,no,no,319
1L223875,3875,no,yes,no,849
1L223876,3876,no,no,no,810
1L223877,3877,no,yes,no,424
1L223878,3878,unknown,no,no,600
1L223879,3879,no,no,yes,721
1L223880,3880,no,yes,yes,550
1L223881,3881,no,yes,no,535
1L223882,3882,no,yes,no,764
1L223883,3883,no,no,no,616
1L223884,3884,no,no,no,514
1L223885,3885,no,no,no,374
1L223886,3886,no,no,no,479
1L223887,3887,unknown,no,no,735
1L223888,3888,unknown,yes,no,544
1L223889,3889,no,no,no,418
1L223890,3890,no,yes,yes,356
1L223891,3891,no,no,no,721
1L223892,3892,no,no,no,315
1L223893,3893,no,yes,yes,399
1L223894,3894,no,yes,no,769
1L223895,3895,no,yes,no,660
1L223896,3896,no,no,no,365
1L223897,3897,no,yes,no,590
1L223898,3898,no,yes,yes,355
1L223899,3899,no,yes,no,379
1L223900,3900,no,no,no,656
1L223901,3901,unknown,yes,no,329
1L223902,3902,no,yes,yes,836
1L223903,3903,no,no,no,619
1L223904,3904,no,no,no,633
1L223905,3905,no,no,no,383
1L223906,3906,no,yes,yes,495
1L223907,3907,no,no,no,575
1L223908,3908,no,yes,no,696
1L223909,3909,no,yes,no,455
1L223910,3910,no,yes,no,698
1L223911,3911,no,no,no,304
1L223912,3912,no,yes,no,759
1L223913,3913,unknown,yes,no,391
1L223914,3914,unknown,yes,no,400
1L223915,3915,no,yes,yes,400
1L223916,3916,no,no,yes,706
1L223917,3917,no,unknown,unknown,802
1L223918,3918,no,yes,no,668
1L223919,3919,no,no,no,775
1L223920,3920,no,no,yes,456
1L223921,3921,no,no,no,814
1L223922,3922,no,no,yes,601
1L223923,3923,no,yes,no,538
1L223924,3924,unknown,no,no,404
1L223925,3925,no,yes,no,394
1L223926,3926,no,yes,no,662
1L223927,3927,no,no,no,565
1L223928,3928,no,no,no,739
1L223929,3929,unknown,yes,no,523
1L223930,3930,no,yes,no,634
1L223931,3931,no,no,no,672
1L223932,3932,no,no,no,618
1L223933,3933,no,yes,no,594
1L223934,3934,no,yes,yes,840
1L223935,3935,no,unknown,unknown,807
1L223936,3936,no,yes,no,753
1L223937,3937,no,no,no,334
1L223938,3938,no,no,no,434
1L223939,3939,unknown,yes,no,467
1L223940,3940,no,yes,no,390
1L223941,3941,no,yes,no,565
1L223942,3942,no,yes,no,594
1L223943,3943,no,yes,no,380
1L223944,3944,no,yes,no,469
1L223945,3945,no,yes,no,525
1L223946,3946,no,no,no,777
1L223947,3947,no,yes,no,476
1L223948,3948,unknown,no,no,828
1L223949,3949,unknown,no,no,347
1L223950,3950,no,yes,no,420
1L223951,3951,no,yes,no,666
1L223952,3952,no,no,yes,359
1L223953,3953,no,yes,no,602
1L223954,3954,no,yes,no,473
1L223955,3955,no,yes,no,738
1L223956,3956,no,yes,no,332
1L223957,3957,no,no,no,733
1L223958,3958,no,no,yes,427
1L223959,3959,no,yes,no,818
1L223960,3960,unknown,yes,no,497
1L223961,3961,no,no,no,366
1L223962,3962,no,yes,no,746
1L223963,3963,no,no,no,418
1L223964,3964,unknown,yes,no,486
1L223965,3965,unknown,no,no,687
1L223966,3966,no,no,yes,694
1L223967,3967,no,no,no,812
1L223968,3968,no,yes,no,560
1L223969,3969,no,no,yes,543
1L223970,3970,no,yes,no,444
1L223971,3971,no,yes,no,311
1L223972,3972,no,no,no,812
1L223973,3973,no,no,yes,686
1L223974,3974,no,yes,no,456
1L223975,3975,no,yes,no,396
1L223976,3976,unknown,yes,no,300
1L223977,3977,no,yes,no,358
1L223978,3978,no,no,yes,724
1L223979,3979,no,yes,no,820
1L223980,3980,no,no,no,678
1L223981,3981,no,yes,no,581
1L223982,3982,no,yes,no,607
1L223983,3983,no,yes,no,613
1L223984,3984,no,no,yes,533
1L223985,3985,no,yes,no,549
1L223986,3986,no,no,yes,728
1L223987,3987,no,yes,yes,319
1L223988,3988,no,no,no,313
1L223989,3989,no,yes,no,825
1L223990,3990,no,yes,no,442
1L223991,3991,no,no,no,789
1L223992,3992,no,yes,no,736
1L223993,3993,no,yes,no,372
1L223994,3994,unknown,no,no,397
1L223995,3995,no,no,no,422
1L223996,3996,no,no,yes,833
1L223997,3997,unknown,yes,no,610
1L223998,3998,no,no,yes,335
1L223999,3999,no,unknown,unknown,729
1L224000,4000,no,yes,yes,535
1L224001,4001,no,yes,no,488
1L224002,4002,no,yes,yes,612
1L224003,4003,no,yes,yes,353
1L224004,4004,no,no,no,750
1L224005,4005,no,no,no,806
1L224006,4006,unknown,yes,no,772
1L224007,4007,no,no,no,382
1L224008,4008,no,yes,no,442
1L224009,4009,no,no,no,545
1L224010,4010,unknown,yes,no,699
1L224011,4011,no,yes,yes,513
1L224012,4012,no,yes,no,414
1L224013,4013,unknown,yes,no,820
1L224014,4014,unknown,yes,yes,638
1L224015,4015,no,yes,no,444
1L224016,4016,no,yes,no,566
1L224017,4017,unknown,yes,yes,764
1L224018,4018,no,no,no,316
1L224019,4019,no,yes,no,791
1L224020,4020,no,no,no,407
1L224021,4021,unknown,no,yes,562
1L224022,4022,unknown,yes,yes,434
1L224023,4023,no,no,no,364
1L224024,4024,no,unknown,unknown,753
1L224025,4025,no,yes,no,453
1L224026,4026,unknown,no,no,332
1L224027,4027,no,yes,yes,837
1L224028,4028,no,yes,no,737
1L224029,4029,no,yes,no,797
1L224030,4030,no,yes,no,813
1L224031,4031,no,unknown,unknown,531
1L224032,4032,no,yes,no,566
1L224033,4033,no,no,no,828
1L224034,4034,unknown,no,yes,356
1L224035,4035,no,yes,yes,532
1L224036,4036,unknown,no,yes,540
1L224037,4037,unknown,yes,no,561
1L224038,4038,unknown,yes,no,697
1L224039,4039,no,no,yes,790
1L224040,4040,no,no,no,758
1L224041,4041,unknown,no,no,355
1L224042,4042,no,no,no,454
1L224043,4043,no,unknown,unknown,596
1L224044,4044,no,yes,no,478
1L224045,4045,no,no,no,452
1L224046,4046,no,no,no,677
1L224047,4047,no,yes,no,547
1L224048,4048,unknown,no,no,347
1L224049,4049,no,yes,no,412
1L224050,4050,no,no,no,357
1L224051,4051,no,no,yes,786
1L224052,4052,no,no,yes,334
1L224053,4053,unknown,no,no,319
1L224054,4054,no,no,no,321
1L224055,4055,unknown,no,no,657
1L224056,4056,no,no,no,542
1L224057,4057,no,no,no,678
1L224058,4058,no,yes,yes,715
1L224059,4059,no,unknown,unknown,427
1L224060,4060,no,no,yes,729
1L224061,4061,no,yes,yes,816
1L224062,4062,no,yes,no,372
1L224063,4063,no,yes,yes,671
1L224064,4064,no,no,no,792
1L224065,4065,no,yes,no,547
1L224066,4066,unknown,yes,no,790
1L224067,4067,no,yes,no,446
1L224068,4068,no,yes,no,836
1L224069,4069,unknown,yes,no,793
1L224070,4070,no,yes,no,727
1L224071,4071,unknown,no,no,316
1L224072,4072,unknown,no,no,497
1L224073,4073,no,yes,no,785
1L224074,4074,no,yes,no,578
1L224075,4075,no,no,no,795
1L224076,4076,no,yes,no,697
1L224077,4077,unknown,yes,no,424
1L224078,4078,no,yes,no,715
1L224079,4079,unknown,yes,no,563
1L224080,4080,no,yes,no,440
1L224081,4081,unknown,yes,yes,444
1L224082,4082,no,no,no,342
1L224083,4083,no,yes,no,738
1L224084,4084,no,yes,no,724
